Asset,Last,Strike,Negócios,Quantidade,Bid,Ask,Vencimento,Cont. Abertos,Black Scholes,Volt. Implícita,VI Ask,VI Bid,VI / VH
PETRK364W2,0,36.4,0,0,0,0,14/11/2025,0,1.45E-05,0,0,0,0
PETRK369W2,0,36.9,0,0,0,0,14/11/2025,0,4.07E-06,0,0,0,0
PETRK374W2,0,37.4,0,0,0,0,14/11/2025,0,1.08E-06,0,0,0,0
PETRK379W2,0,37.9,0,0,0,0,14/11/2025,0,2.74E-07,0,0,0,0
PETRK384W2,0,38.4,0,0,0,0,14/11/2025,0,6.58E-08,0,0,0,0
PETRK389W2,0,38.9,0,0,0,0,14/11/2025,0,1.50E-08,0,0,0,0
PETRK394W2,0,39.4,0,0,0,0,14/11/2025,0,3.27E-09,0,0,0,0
PETRK399W2,0,39.9,0,0,0,0,14/11/2025,0,6.81E-10,0,0,0,0
PETRW239W2,0.05,23.9,2,200,0,0,14/11/2025,55700,2.39E-07,0.45665741,0,0,2.661803894
PETRW244W2,0.05,24.4,8,34000,0,0,14/11/2025,307000,2.00E-06,0.422019958,0,0,2.459906147
PETRW249W2,0.06,24.9,33,136600,0,0,14/11/2025,314700,1.37E-05,0.401744843,0,0,2.341724811
PETRW254W2,0.08,25.4,11,8300,0,0,14/11/2025,148400,7.66E-05,0.389900208,0,0,2.272683786
PETRW259W2,0.08,25.9,4,400,0,0,14/11/2025,395700,0.000358332,0.353717804,0,0,2.061780687
PETRW264W2,0.14,26.4,2,200,0,0,14/11/2025,520400,0.001414385,0.365915298,0,0,2.13287849
PETRW269W2,0.14,26.9,3,500,0,0,14/11/2025,297400,0.004768592,0.326328278,0,0,1.902130266
PETRW274W2,0.18,27.4,1,100,0,0,14/11/2025,1500,0.013893521,0.309848785,0,0,1.806073188
PETRW279W2,0.22,27.9,8,900,0,0,14/11/2025,300,0.03538354,0.287456512,0,0,1.675551186
PETRW284W2,0.35,28.4,3,300,0,0.42,14/11/2025,111200,0.079663901,0.296206474,0.323057175,0,1.726553714
PETRW289W2,0.4,28.9,2,800,0,0,14/11/2025,900,0.160345256,0.263094902,0,0,1.533550141
PETRW294W2,0.58,29.4,6,2500,0,0.72,14/11/2025,1400,0.291756572,0.265469551,0.309638977,0,1.547391699
PETRW299W2,0.76,29.9,5,2500,0,0,14/11/2025,3100,0.485261407,0.25452137,0,0,1.483576001
PETRW304W2,0.96,30.4,3,700,0,0,14/11/2025,69800,0.745946793,0.236406326,0,0,1.37798548
PETRW309W2,0.65,30.9,2,200,0,0,14/11/2025,2000,1.071240435,0,0,0,0
PETRW314W2,1.65,31.4,1,3000,0,0,14/11/2025,3600,1.452070997,0,0,0,0
PETRW319W2,1.55,31.9,1,500,0,0,14/11/2025,800,1.875803972,0,0,0,0
PETRW324W2,1.8,32.4,24,79400,0,0,14/11/2025,76800,2.329460411,0,0,0,0
PETRW329W2,1.98,32.9,1,200,0,0,14/11/2025,200,2.802050033,0,0,0,0
PETRW334W2,3.3,33.4,4,1600,0,0,14/11/2025,2000,3.285555767,0,0,0,0
PETRW339W2,0,33.9,0,0,0,0,14/11/2025,0,3.774820678,0,0,0,0
PETRW344W2,4.17,34.4,1,2000,0,0,14/11/2025,2000,4.266876851,0,0,0,0
PETRW349W2,0,34.9,0,0,0,0,14/11/2025,0,4.760180385,0,0,0,0
PETRW354W2,0,35.4,0,0,0,0,14/11/2025,0,5.253999695,0,0,0,0
PETRW359W2,0,35.9,0,0,0,0,14/11/2025,0,5.748017002,0,0,0,0
PETRW364W2,0,36.4,0,0,0,0,14/11/2025,0,6.242105097,0,0,0,0
PETRW369W2,0,36.9,0,0,0,0,14/11/2025,0,6.736216836,0,0,0,0
PETRW374W2,0,37.4,0,0,0,0,14/11/2025,0,7.230335974,0,0,0,0
PETRW379W2,0,37.9,0,0,0,0,14/11/2025,0,7.724457288,0,0,0,0
PETRW384W2,0,38.4,0,0,0,0,14/11/2025,0,8.218579204,0,0,0,0
PETRW389W2,0,38.9,0,0,0,0,14/11/2025,0,8.712701277,0,0,0,0
PETRW394W2,0,39.4,0,0,0,0,14/11/2025,0,9.20682339,0,0,0,0
PETRW399W2,0,39.9,0,0,0,0,14/11/2025,0,9.700945511,0,0,0,0
PETRK1,27,2.47,1,100,26,0,21/11/2025,7400,27.29480296,0,0,0,0
PETRK529,26.58,3.87,2,200,0,0,21/11/2025,162400,25.91452933,5.229988098,0,0,30.4850034
PETRK477,25.2,4.77,1,400,0,0,21/11/2025,5700,25.02721057,3.382339478,0,0,19.71527058
PETRK487,0,4.87,0,0,0,0,21/11/2025,0,24.9286196,0,0,0,0
PETRK492,0,4.92,0,0,0,0,21/11/2025,0,24.87932411,0,0,0,0
PETRK49,27.6,4.97,1,300,0,0,21/11/2025,1000,24.83002862,8.20930481,0,0,47.8511003
PETRK502,0,5.02,0,0,0,0,21/11/2025,0,24.78073314,0,0,0,0
PETRK512,0,5.12,0,0,0,0,21/11/2025,0,24.68214216,0,0,0,0
PETRK522,0,5.22,0,0,0,0,21/11/2025,0,24.58355119,0,0,0,0
PETRK532,0,5.32,0,0,0,0,21/11/2025,0,24.48496021,0,0,0,0
PETRK542,0,5.42,0,0,0,0,21/11/2025,0,24.38636924,0,0,0,0
PETRK552,0,5.52,0,0,0,0,21/11/2025,0,24.28777827,0,0,0,0
PETRK562,0,5.62,0,0,0,0,21/11/2025,0,24.18918729,0,0,0,0
PETRK572,0,5.72,0,0,0,0,21/11/2025,0,24.09059632,0,0,0,0
PETRK582,0,5.82,0,0,0,0,21/11/2025,0,23.99200535,0,0,0,0
PETRK592,23.73,5.92,1,1000,0,0,21/11/2025,1000,23.89341437,0,0,0,0
PETRK602,0,6.02,0,0,0,0,21/11/2025,0,23.7948234,0,0,0,0
PETRK612,23.54,6.12,1,700,0,0,21/11/2025,0,23.69623243,0,0,0,0
PETRK622,0,6.22,0,0,0,0,21/11/2025,0,23.59764145,0,0,0,0
PETRK632,23.71,6.32,1,7400,0,0,21/11/2025,41900,23.49905048,2.977294922,0,0,17.35431212
PETRK642,0,6.42,0,0,0,0,21/11/2025,0,23.40045951,0,0,0,0
PETRK652,0,6.52,0,0,0,0,21/11/2025,0,23.30186853,0,0,0,0
PETRK662,0,6.62,0,0,0,0,21/11/2025,0,23.20327756,0,0,0,0
PETRK672,0,6.72,0,0,0,0,21/11/2025,0,23.10468659,0,0,0,0
PETRK682,0,6.82,0,0,0,0,21/11/2025,0,23.00609561,0,0,0,0
PETRK692,0,6.92,0,0,0,0,21/11/2025,0,22.90750464,0,0,0,0
PETRK702,0,7.02,0,0,0,0,21/11/2025,0,22.80891367,0,0,0,0
PETRK712,24.41,7.12,1,3700,0,0,21/11/2025,4700,22.71032269,4.944133759,0,0,28.8187911
PETRK722,0,7.22,0,0,0,0,21/11/2025,0,22.61173172,0,0,0,0
PETRK732,0,7.32,0,0,0,0,21/11/2025,0,22.51314075,0,0,0,0
PETRK742,0,7.42,0,0,0,0,21/11/2025,0,22.41454977,0,0,0,0
PETRK752,0,7.52,0,0,0,0,21/11/2025,0,22.3159588,0,0,0,0
PETRK762,0,7.62,0,0,0,0,21/11/2025,0,22.21736783,0,0,0,0
PETRK772,0,7.72,0,0,0,0,21/11/2025,0,22.11877685,0,0,0,0
PETRK782,0,7.82,0,0,0,0,21/11/2025,0,22.02018588,0,0,0,0
PETRK792,23.71,7.92,3,7300,0,0,21/11/2025,39600,21.92159491,4.670791626,0,0,27.22551102
PETRK802,0,8.02,0,0,0,0,21/11/2025,0,21.82300393,0,0,0,0
PETRK812,21.51,8.12,1,3300,0,0,21/11/2025,500,21.72441296,0,0,0,0
PETRK822,0,8.22,0,0,0,0,21/11/2025,0,21.62582199,0,0,0,0
PETRK832,23.46,8.32,1,13600,0,0,21/11/2025,14100,21.52723101,4.647483826,0,0,27.08965251
PETRK842,0,8.42,0,0,0,0,21/11/2025,0,21.42864004,0,0,0,0
PETRK852,23,8.52,1,100,0,0,21/11/2025,100,21.33004907,4.302215576,0,0,25.07712331
PETRK862,0,8.62,0,0,0,0,21/11/2025,0,21.23145809,0,0,0,0
PETRK872,22.68,8.72,8,8900,0,0,21/11/2025,41200,21.13286712,4.104309082,0,0,23.92354896
PETRK882,0,8.82,0,0,0,0,21/11/2025,0,21.03427615,0,0,0,0
PETRK892,0,8.92,0,0,0,0,21/11/2025,0,20.93568517,0,0,0,0
PETRK902,22.76,9.02,4,600,0,0,21/11/2025,100,20.8370942,4.356918335,0,0,25.39597945
PETRK912,20.95,9.12,1,32600,0,0,21/11/2025,33500,20.73850323,2.303085327,0,0,13.42442138
PETRK922,0,9.22,0,0,0,0,21/11/2025,0,20.63991225,0,0,0,0
PETRK932,20.3,9.32,1,1000,0,0,21/11/2025,35500,20.54132128,0,0,0,0
PETRK942,0,9.42,0,0,0,0,21/11/2025,0,20.44273031,0,0,0,0
PETRK952,21.64,9.52,1,9100,0,0,21/11/2025,26300,20.34413933,3.59287262,0,0,20.94244422
PETRK962,0,9.62,0,0,0,0,21/11/2025,0,20.24554836,0,0,0,0
PETRK972,0,9.72,0,0,0,0,21/11/2025,0,20.14695739,0,0,0,0
PETRK982,20.43,9.82,6,1200,0,0,21/11/2025,1200,20.04836641,2.46717453,0,0,14.3808786
PETRK992,0,9.92,0,0,0,0,21/11/2025,0,19.94977544,0,0,0,0
PETRK100,20.3,10.02,1,3200,0,0,21/11/2025,3200,19.85118446,2.523345947,0,0,14.70829538
PETRK102,0,10.27,0,0,0,0,21/11/2025,0,19.60470703,0,0,0,0
PETRK115,18.66,10.97,2,2000,0,0,21/11/2025,60700,18.91457022,0,0,0,0
PETRK118,19.06,11.22,1,5500,0,0,21/11/2025,931400,18.66809278,2.213001251,0,0,12.89933159
PETRK120,18.17,11.47,1,35000,0,0,21/11/2025,44600,18.42161535,0,0,0,0
PETRK123,19.91,11.72,1,600,0,0,21/11/2025,590600,18.17513792,3.355417252,0,0,19.558344
PETRK125,18.85,11.97,1,100,0,0,21/11/2025,100,17.92866048,2.635421753,0,0,15.36157245
PETRK128,17.57,12.22,1,1400,12.05,0,21/11/2025,49500,17.68218305,0.15625,0,0,0.910763407
PETRK130,17.38,12.47,1,2800,16.8,0,21/11/2025,26800,17.43570562,0.15625,0,0,0.910763407
PETRK133,17.32,12.72,5,600,0,0,21/11/2025,600,17.18922818,1.557044983,0,0,9.075837403
PETRK135,17.1,12.97,1,400,0,0,21/11/2025,50600,16.94275075,1.578865051,0,0,9.20302409
PETRK138,0,13.22,0,0,0,0,21/11/2025,0,16.69627332,0,0,0,0
PETRK140,16.16,13.47,1,2500,0,0,21/11/2025,10200,16.44979588,0,0,0,0
PETRK143,17.76,13.72,6,270000,0,0,21/11/2025,270000,16.20331845,2.764196396,0,0,16.11218514
PETRK145,0,13.97,0,0,0,0,21/11/2025,0,15.95684102,0,0,0,0
PETRK148,15.45,14.22,1,400,0,0,21/11/2025,8600,15.71036358,0,0,0,0
PETRK150,15.5,14.47,1,1000,0,0,21/11/2025,6500,15.46388615,1.094207764,0,0,6.378012104
PETRK153,15.86,14.72,1,2600,0,0,21/11/2025,10100,15.21740871,1.908302307,0,0,11.12327623
PETRK155,15.04,14.97,16,13000,0,0,21/11/2025,64400,14.97093128,1.155776978,0,0,6.736892021
PETRK158,16.14,15.22,1,100,0,0,21/11/2025,18600,14.72445385,2.382488251,0,0,13.88725195
PETRK160,14.4,15.47,1,100,0,0,21/11/2025,40300,14.47797641,0.078125,0,0,0.455381704
PETRK163,15.79,15.72,1,400,0,0,21/11/2025,100900,14.23149898,2.381134033,0,0,13.87935837
PETRK165,13.75,15.97,1,6900,0,0,21/11/2025,60200,13.98502155,0,0,0,0
PETRK168,0,16.22,0,0,0,0,21/11/2025,0,13.73854411,0,0,0,0
PETRK170,13.5,16.47,6,1700,0,0,21/11/2025,13400,13.49206668,0.758972168,0,0,4.423962098
PETRK17,13.1,16.72,6,1000,0,0,21/11/2025,6900,13.24558925,0.078125,0,0,0.455381704
PETRK175,13.06,16.97,1,1000,0,0,21/11/2025,4800,12.99911181,0.949478149,0,0,5.53439971
PETRK178,12.67,17.22,2,1500,0,0,21/11/2025,2100,12.75263438,0.078125,0,0,0.455381704
PETRK196,13.9,17.47,1,2800,0,0,21/11/2025,80300,12.50615695,1.995420456,0,0,11.63107798
PETRK183,0,17.72,0,0,0,0,21/11/2025,0,12.25967951,0,0,0,0
PETRK18,11.8,17.97,3,2000,11.77,0,21/11/2025,100500,12.01320208,0.078125,0,0.078125,0.455381704
PETRK188,11.8,18.22,1,100,0,0,21/11/2025,7400,11.76672465,0.769577026,0,0,4.485776607
PETRK190,11.26,18.47,2,500,0,0,21/11/2025,16100,11.52024721,0.078125,0,0,0.455381704
PETRK193,11.78,18.72,1,3000,0,0,21/11/2025,8200,11.27376978,1.280822754,0,0,7.465769572
PETRK30,11.13,18.97,8,5100,0,0,21/11/2025,188800,11.02729235,0.861988068,0,0,5.024430014
PETRK198,10.56,19.22,1,1400,9.36,0,21/11/2025,15100,10.78081491,0.078125,0,0,0.455381704
PETRK200,10.53,19.47,861,133000,0,0,21/11/2025,32800,10.53433748,0.078125,0,0,0.455381704
PETRK20,10.2,19.72,3,1300,0,0,21/11/2025,7000,10.28786004,0.078125,0,0,0.455381704
PETRK205,10.12,19.97,3,8200,0,0,21/11/2025,26500,10.04138261,0.741767883,0,0,4.323680288
PETRK208,9.72,20.22,1,700,0,0,21/11/2025,7200,9.794905178,0.0390625,0,0,0.227690852
PETRK210,10.11,20.47,1,600,0,0,21/11/2025,72400,9.548427744,1.126003265,0,0,6.563344453
PETRK213,9.08,20.72,9,19400,0,0,21/11/2025,79700,9.301950311,0.078125,0,0,0.455381704
PETRK231,8.95,20.97,2,9800,0,0,21/11/2025,140500,9.055472877,0.078125,0,0,0.455381704
PETRK218,8.68,21.22,39,32800,0,0,21/11/2025,118900,8.808995444,0.0390625,0,0,0.227690852
PETRK220,8.6,21.47,2,5100,0,0,21/11/2025,38500,8.56251801,0.553703308,0,0,3.227473354
PETRK223,8.31,21.72,1,100,0,0,21/11/2025,36200,8.316040577,0.0390625,0,0,0.227690852
PETRK224,7.94,21.97,5,4900,0,0,21/11/2025,22700,8.069563143,0.0390625,0,0,0.227690852
PETRK228,7.8,22.22,1,100,0,0,21/11/2025,42400,7.82308571,0.0390625,0,0,0.227690852
PETRK230,7.8,22.47,1,2000,0,0,21/11/2025,15800,7.576608279,0.702610016,0,0,4.09543355
PETRK233,7.25,22.72,1,600,0,0,21/11/2025,55100,7.330130853,0.0390625,0,0,0.227690852
PETRK235,7,22.97,1,1800,0,0,21/11/2025,133000,7.083653443,0.0390625,0,0,0.227690852
PETRK238,6.73,23.22,1,1500,0,0,21/11/2025,53800,6.837176079,0.0390625,0,0,0.227690852
PETRK240,6.35,23.47,144,122000,0,0,21/11/2025,222100,6.59069884,0.0390625,0,0,0.227690852
PETRK243,6.72,23.72,2,8400,0,0,21/11/2025,25400,6.344221926,0.697059631,0,0,4.063080992
PETRK245,5.92,23.97,5,31800,0,0,21/11/2025,77800,6.097745817,0.0390625,0,0,0.227690852
PETRK248,5.64,24.22,6,7400,0,0,21/11/2025,11800,5.851271603,0.0390625,0,0,0.227690852
PETRK257,5.8,24.47,1,5500,0,0,21/11/2025,34200,5.604801645,0.520496368,0,0,3.033913895
PETRK253,5.15,24.72,5,50900,4.9,0,21/11/2025,85100,5.358340822,0.0390625,0,0,0.227690852
PETRK255,5.13,24.97,3,1000,0,0,21/11/2025,64600,5.111898745,0.29750824,0,0,1.734141556
PETRK258,4.95,25.22,3,3600,0.01,0,21/11/2025,43300,4.865493522,0.376415253,0,0,2.194081524
PETRK352,4.71,25.47,3,2100,4.3,0,21/11/2025,151400,4.619157762,0.3657341,0,0.01953125,2.131822307
PETRK262,4.41,25.72,3,2200,2.45,0,21/11/2025,282500,4.372947686,0.290718079,0,0,1.694562482
PETRK264,4.2,25.97,31,27400,0.01,0,21/11/2025,269800,4.126956163,0.316829681,0,0,1.846764033
PETRK267,3.78,26.22,12,16900,0,0,21/11/2025,73000,3.881330278,0.01953125,0,0,0.113845426
PETRK269,3.83,26.47,2,1400,0,0,21/11/2025,244500,3.636293536,0.367918015,0,0,2.144552093
PETRK272,3.51,26.72,2,1200,1.77,4.08,21/11/2025,255300,3.392171979,0.304832458,0.561361313,0,1.776833591
PETRK275,3.3,26.97,4,6400,0,0,21/11/2025,356800,3.149422395,0.309209824,0,0,1.802348752
PETRK277,2.96,27.22,2,1900,0.04,0,21/11/2025,99400,2.908659569,0.229682922,0,0,1.338795526
PETRK279,2.84,27.47,14,102800,0.1,0,21/11/2025,360000,2.67067843,0.288944244,0,0,1.684223005
PETRK282,2.61,27.72,14,21700,0.1,0,21/11/2025,707100,2.436466262,0.277290344,0,0,1.616293752
PETRK284,2.37,27.97,75,229200,0.1,2.6,21/11/2025,419500,2.207200177,0.260295868,0.350594521,0,1.51723489
PETRK287,2.18,28.22,54,84500,1.39,0,21/11/2025,446300,1.984226002,0.26309967,0,0,1.533577935
PETRK289,1.97,28.47,103,122400,0.1,2.35,21/11/2025,705000,1.769016638,0.255255699,0.382909775,0,1.487856322
PETRK292,1.81,28.72,248,257600,1.7,1.85,21/11/2025,772500,1.56311057,0.26257515,0.275888443,0.224504471,1.530520563
PETRK294,1.59,28.97,238,510400,1.4,1.62,21/11/2025,1202500,1.368034248,0.247030258,0.256590843,0.183215141,1.439911166
PETRK297,1.41,29.22,376,510500,1.35,1.46,21/11/2025,899700,1.185214924,0.242285728,0.257382393,0.223946571,1.412255844
PETRK307,1.25,29.47,982,1594000,1.14,1.45,21/11/2025,4953700,1.015892711,0.240774155,0.298271179,0.20863533,1.403445053
PETRK311,0.97,29.72,1122,1140500,0.97,1.14,21/11/2025,1880600,0.861041788,0.202527046,0.250377655,0.202527046,1.180507025
PETRK304,0.92,29.97,1388,1565600,0.92,0.97,21/11/2025,1645000,0.721310467,0.226316452,0.240077972,0.226316452,1.319172755
PETRK308,0.83,30.22,1054,2736600,0.82,0.83,21/11/2025,4498300,0.596980566,0.23522377,0.23522377,0.232491493,1.371092495
PETRK309,0.68,30.47,756,2300400,0.65,0.68,21/11/2025,2622400,0.487945167,0.224556923,0.224556923,0.216302872,1.308916661
PETRK312,0.6,30.72,981,1524300,0.58,0.62,21/11/2025,6820100,0.393751254,0.230035782,0.23563385,0.224423409,1.340852304
PETRK314,0.52,30.97,582,1729600,0.5,0.52,21/11/2025,3827500,0.313611075,0.23267746,0.23267746,0.226888657,1.356250343
PETRK317,0.43,31.22,380,1027400,0.41,0.45,21/11/2025,2527800,0.246480069,0.229434967,0.235471725,0.223355293,1.337350223
PETRK319,0.36,31.47,305,1155800,0.34,0.38,21/11/2025,3497900,0.19112481,0.229148865,0.235538483,0.22269249,1.335682566
PETRK322,0.31,31.72,453,1818900,0.26,0.31,21/11/2025,6161100,0.146197591,0.232591629,0.232591629,0.215158463,1.355750045
PETRK324,0.23,31.97,429,1514700,0.23,0.26,21/11/2025,4070400,0.110309149,0.222287178,0.233540535,0.222287178,1.295686577
PETRK327,0.2,32.22,221,823900,0.2,0.22,21/11/2025,1562200,0.082093137,0.22755146,0.235681534,0.22755146,1.326371477
PETRK337,0.18,32.47,219,954800,0.16,0.2,21/11/2025,1933400,0.060258175,0.235290527,0.2439785,0.226249695,1.371481616
PETRK332,0.16,32.72,291,923100,0.14,0.16,21/11/2025,6347800,0.043625592,0.241622925,0.241622925,0.231819153,1.408392437
PETRK334,0.14,32.97,284,1337100,0.12,0.14,21/11/2025,4155900,0.031152767,0.246477127,0.246477127,0.235738754,1.436687028
PETRK338,0.12,33.22,325,843400,0.11,0.12,21/11/2025,5435000,0.021943488,0.249700546,0.249700546,0.243854523,1.45547597
PETRK339,0.09,33.47,171,866000,0.08,0.1,21/11/2025,3173500,0.015247592,0.244464874,0.251045227,0.237531662,1.424957836
PETRK370,0.08,33.72,305,8791500,0.07,0.1,21/11/2025,1109100,0.010452595,0.250120163,0.264062881,0.242500305,1.457921868
PETRK353,0.07,33.97,128,1392000,0.06,0.08,21/11/2025,11204100,0.007070043,0.254611969,0.262470245,0.246162415,1.484104093
PETRK347,0.06,34.22,78,357700,0.05,0.07,21/11/2025,1440500,0.004718989,0.257816315,0.266513824,0.248298645,1.502781858
PETRK350,0.05,34.47,84,1104300,0.04,0.06,21/11/2025,2386900,0.003108594,0.259475708,0.26927948,0.248508453,1.512454272
PETRK351,0.05,34.72,76,667600,0.04,0.06,21/11/2025,2378200,0.002021301,0.270462036,0.28055191,0.259189606,1.576492324
PETRK447,0.04,34.97,44,125100,0.03,0.05,21/11/2025,3350400,0.00129753,0.26971817,0.28131485,0.256290436,1.572156414
PETRK357,0.04,35.22,53,207900,0.03,0.04,21/11/2025,3753800,0.000822422,0.28011322,0.28011322,0.266304016,1.632747974
PETRK359,0.03,35.47,38,343200,0.03,0.04,21/11/2025,1732800,0.000514798,0.276184082,0.290336609,0.276184082,1.609845476
PETRK362,0.02,35.72,16,3600,0.02,0.03,21/11/2025,3389000,0.000318287,0.268096924,0.285949707,0.268096924,1.562706354
PETRK408,0.03,35.97,29,465900,0.02,0.03,21/11/2025,2848000,0.000194411,0.295562744,0.295562744,0.277252197,1.722801485
PETRK367,0.02,36.22,18,171700,0.01,0.03,21/11/2025,463900,0.000117333,0.286331177,0.305080414,0.259933472,1.668991733
PETRK369,0.01,36.47,4,20800,0.01,0.02,21/11/2025,669500,7.00E-05,0.268249512,0.295333862,0.268249512,1.563595772
PETRK372,0.02,36.72,7,74400,0.01,0.02,21/11/2025,969700,4.13E-05,0.30418396,0.30418396,0.276489258,1.773053567
PETRK374,0.01,36.97,5,60100,0.01,0.02,21/11/2025,306100,2.40E-05,0.28465271,0.312957764,0.28465271,1.659208141
PETRK377,0.01,37.22,3,24000,0.01,0.02,21/11/2025,282700,1.39E-05,0.292739868,0.321617126,0.292739868,1.706347263
PETRK379,0.01,37.47,18,218200,0,0.02,21/11/2025,229700,7.90E-06,0.300750732,0.330200195,0,1.753041676
PETRK382,0.01,37.72,2,600,0,0.02,21/11/2025,2212500,4.46E-06,0.308685303,0.338668823,0,1.79929138
PETRK384,0.01,37.97,4,17600,0,0.01,21/11/2025,361700,2.49E-06,0.316467285,0.316467285,0,1.844651667
PETRK387,0.01,38.22,10,10000,0,0.01,21/11/2025,186800,1.37E-06,0.324249268,0.324249268,0,1.890011954
PETRK389,0.01,38.47,2,400,0,0.01,21/11/2025,140000,7.50E-07,0.331878662,0.331878662,0,1.934482823
PETRK392,0.01,38.72,3,500,0,0.02,21/11/2025,228000,4.06E-07,0.339508057,0.371704102,0,1.978953693
PETRK394,0.01,38.97,1,200,0,0.02,21/11/2025,108400,2.17E-07,0.347061157,0.37979126,0,2.022979854
PETRK397,0.01,39.22,2,600,0,0.02,21/11/2025,189000,1.15E-07,0.35446167,0.387763977,0,2.066116597
PETRK399,0.01,39.47,2,50100,0,0.02,21/11/2025,310200,6.06E-08,0.361862183,0.3956604,0,2.109253341
PETRK402,0.01,39.72,3,12000,0,0.02,21/11/2025,22600,3.15E-08,0.369186401,0.40348053,0,2.151945375
PETRK23,0.01,39.97,1,15000,0,0.02,21/11/2025,4074400,1.63E-08,0.376434326,0.411224365,0,2.194192701
PETRK407,0.02,40.22,2,200,0,0.02,21/11/2025,0,8.31E-09,0.418930054,0.418930054,0,2.441895444
PETRK41,0,40.47,0,0,0,0,21/11/2025,0,4.21E-09,0,0,0,0
PETRK412,0,40.72,0,0,0,0.02,21/11/2025,0,2.11E-09,0,0.434074402,0,0
PETRK415,0.01,40.97,1,1100,0,0.02,21/11/2025,83400,1.05E-09,0.404815674,0.441551208,0,2.359624336
PETRK417,0,41.22,0,0,0,0.02,21/11/2025,0,5.19E-10,0,0.448951721,0,0
PETRK420,0.01,41.47,5,9200,0,0.02,21/11/2025,93100,2.54E-10,0.418624878,0.456314087,0,2.44011661
PETRK422,0.01,41.72,1,100,0,0.02,21/11/2025,200,1.24E-10,0.425415039,0.463562012,0,2.479695684
PETRK425,0.03,41.97,3,800,0,0.02,21/11/2025,138900,5.95E-11,0.497589111,0.470809937,0,2.900390109
PETRK427,0.01,42.22,1,100,0,0.02,21/11/2025,100,2.85E-11,0.438919067,0.477981567,0,2.558409123
PETRK430,0.01,42.47,8,31000,0,0.01,21/11/2025,31000,1.35E-11,0.445556641,0.445556641,0,2.597098779
PETRK432,0,42.72,0,0,0,0.02,21/11/2025,0,6.36E-12,0,0.492095947,0,0
PETRK435,0.02,42.97,2,3000100,0,0,21/11/2025,1618700,2.97E-12,0.499076843,0,0,2.909061929
PETRK437,0.01,43.22,1,3300,0,0.02,21/11/2025,79300,1.38E-12,0.465240479,0.505981445,0,2.711833622
PETRK440,0.02,43.47,1,1500,0,0.02,21/11/2025,34700,6.39E-13,0.512886047,0.512886047,0,2.989554202
PETRK442,0.01,43.72,1,10000,0,0.02,21/11/2025,10000,2.90E-13,0.478057861,0.519714355,0,2.786544683
PETRK445,0.01,43.97,4,1100,0,0.02,21/11/2025,13200,1.34E-13,0.484466553,0.52646637,0,2.823900214
PETRK448,0.01,44.22,2,200,0,0.02,21/11/2025,401400,5.99E-14,0.490722656,0.533180237,0,2.860366327
PETRK45,0.01,44.47,1,10000,0,0.02,21/11/2025,10000,2.48E-14,0.49697876,0.539855957,0,2.89683244
PETRK453,0.01,44.72,3,4000,0,0.02,21/11/2025,134900,1.22E-14,0.503234863,0.546417236,0,2.933298553
PETRK454,0.01,44.97,82,155300,0,0.02,21/11/2025,4519400,6.33E-15,0.509414673,0.552978516,0,2.969319957
PETRK458,0.01,45.22,1,100,0,0.02,21/11/2025,1500,3.40E-15,0.515518188,0.559539795,0,3.004896652
PETRK460,0.01,45.47,1,400,0,0.02,21/11/2025,33100,2.47E-15,0.52154541,0.565948486,0,3.040028639
PETRK463,0.01,45.72,1,100,0,0.02,21/11/2025,49700,-7.47E-16,0.527648926,0.572395325,0,3.075605335
PETRK465,0.01,45.97,1,700,0,0.02,21/11/2025,20100,-4.84E-16,0.533599854,0.578765869,0,3.110292613
PETRK468,0,46.22,0,0,0,0.02,21/11/2025,0,-1.97E-15,0,0.585098267,0,0
PETRK470,0.01,46.47,3,300,0,0.02,21/11/2025,1238600,1.51E-15,0.545501709,0.59135437,0,3.17966717
PETRK473,0,46.72,0,0,0,0.02,21/11/2025,0,3.30E-15,0,0.597610474,0,0
PETRK475,0.01,46.97,4,400,0,0.02,21/11/2025,1138400,0,0.557098389,0.603790283,0,3.247262891
PETRK478,0,47.22,0,0,0,0.02,21/11/2025,0,0,0,0.609893799,0,0
PETRK480,0.01,47.47,1,1000,0,0,21/11/2025,19500,0,0.568695068,0,0,3.314858613
PETRK483,0,47.72,0,0,0,0,21/11/2025,0,0,0,0,0,0
PETRK485,0,47.97,0,0,0,0.02,21/11/2025,0,0,0,0.628128052,0,0
PETRK488,0,48.22,0,0,0,0.02,21/11/2025,0,0,0,0.634078979,0,0
PETRK490,0,48.47,0,0,0,0.02,21/11/2025,0,0,0,0.640029907,0,0
PETRK493,0.01,48.72,4,400,0,0.02,21/11/2025,427400,0,0.59677124,0.645904541,0,3.478511413
PETRK495,0,48.97,0,0,0,0.02,21/11/2025,0,0,0,0.651779175,0,0
PETRK498,0,49.22,0,0,0,0.02,21/11/2025,0,0,0,0.657577515,0,0
PETRK500,0,49.47,0,0,0,0.02,21/11/2025,0,0,0,0.663375854,0,0
PETRK497,0,49.72,0,0,0,0.02,21/11/2025,0,0,0,0.6690979,0,0
PETRK505,0,49.97,0,0,0,0.02,21/11/2025,0,0,0,0.674819946,0,0
PETRK510,0,50.47,0,0,0,0.02,21/11/2025,0,0,0,0.686187744,0,0
PETRK515,0,50.97,0,0,0,0,21/11/2025,0,0,0,0,0,0
